StartTime,EndTime,HeatDemand,ElectricityPrice,Boilers,NetProductionCost
10/02/2023 02.00.00,10/02/2023 03.00.00,"6,82","622,22","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-79,994"
10/02/2023 02.00.00,10/02/2023 03.00.00,"6,82","622,22","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,644, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-79,994"
10/02/2023 03.00.00,10/02/2023 04.00.00,"6,95","634,79","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-113,933"
10/02/2023 03.00.00,10/02/2023 04.00.00,"6,95","634,79","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,67, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-113,933"
10/02/2023 04.00.00,10/02/2023 05.00.00,"7,73","659,87","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-181,649"
10/02/2023 04.00.00,10/02/2023 05.00.00,"7,73","659,87","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,826, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-181,649"
10/02/2023 05.00.00,10/02/2023 06.00.00,"7,9","706,76","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-308,252"
10/02/2023 05.00.00,10/02/2023 06.00.00,"7,9","706,76","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,86, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-308,252"
10/02/2023 06.00.00,10/02/2023 07.00.00,"8,11","795,76","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-548,552"
10/02/2023 06.00.00,10/02/2023 07.00.00,"8,11","795,76","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,902, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-548,552"
10/02/2023 07.00.00,10/02/2023 08.00.00,"7,62","1235,88","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1736,876"
10/02/2023 07.00.00,10/02/2023 08.00.00,"7,62","1235,88","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,804, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1736,876"
10/02/2023 08.00.00,10/02/2023 09.00.00,"7,64","1310,52","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1938,404"
10/02/2023 08.00.00,10/02/2023 09.00.00,"7,64","1310,52","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,808, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1938,404"
10/02/2023 09.00.00,10/02/2023 10.00.00,"7,44","1072,23","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1295,021"
10/02/2023 09.00.00,10/02/2023 10.00.00,"7,44","1072,23","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,768, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1295,021"
10/02/2023 10.00.00,10/02/2023 11.00.00,"7,26","847,86","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-689,222"
10/02/2023 10.00.00,10/02/2023 11.00.00,"7,26","847,86","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,732, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-689,222"
10/02/2023 11.00.00,10/02/2023 12.00.00,"7,03","740,32","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-398,864"
10/02/2023 11.00.00,10/02/2023 12.00.00,"7,03","740,32","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,686, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-398,864"
10/02/2023 12.00.00,10/02/2023 13.00.00,"6,77","706,46","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-307,442"
10/02/2023 12.00.00,10/02/2023 13.00.00,"6,77","706,46","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,634, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-307,442"
10/02/2023 13.00.00,10/02/2023 14.00.00,"6,72","671,18","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-212,186"
10/02/2023 13.00.00,10/02/2023 14.00.00,"6,72","671,18","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,624, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-212,186"
10/02/2023 14.00.00,10/02/2023 15.00.00,"6,9","615,67","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-62,309"
10/02/2023 14.00.00,10/02/2023 15.00.00,"6,9","615,67","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,66, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-62,309"
10/02/2023 15.00.00,10/02/2023 16.00.00,"7,34","608,6","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-43,22"
10/02/2023 15.00.00,10/02/2023 16.00.00,"7,34","608,6","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,748, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-43,22"
10/02/2023 16.00.00,10/02/2023 17.00.00,"7,48","597,21","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-12,467"
10/02/2023 16.00.00,10/02/2023 17.00.00,"7,48","597,21","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,776, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-12,467"
10/02/2023 17.00.00,10/02/2023 18.00.00,"7,45","603,39","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-29,153"
10/02/2023 17.00.00,10/02/2023 18.00.00,"7,45","603,39","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,77, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-29,153"
10/02/2023 18.00.00,10/02/2023 19.00.00,"6,92","593,12","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1,424"
10/02/2023 18.00.00,10/02/2023 19.00.00,"6,92","593,12","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,664, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1,424"
10/02/2023 19.00.00,10/02/2023 20.00.00,"6,82","578,01","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","39,373"
10/02/2023 19.00.00,10/02/2023 20.00.00,"6,82","578,01","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,644, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","39,373"
10/02/2023 20.00.00,10/02/2023 21.00.00,"6,78","544,08","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","130,984"
10/02/2023 20.00.00,10/02/2023 21.00.00,"6,78","544,08","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,636, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","130,984"
10/02/2023 21.00.00,10/02/2023 22.00.00,"6,68","527,93","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","174,589"
10/02/2023 21.00.00,10/02/2023 22.00.00,"6,68","527,93","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,616, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","174,589"
10/02/2023 22.00.00,10/02/2023 23.00.00,"6,56","499,2","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","252,16"
10/02/2023 22.00.00,10/02/2023 23.00.00,"6,56","499,2","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,592, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","252,16"
10/02/2023 23.00.00,11/02/2023 00.00.00,"6,46","334,89","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","695,797"
10/02/2023 23.00.00,11/02/2023 00.00.00,"6,46","334,89","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,572, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","695,797"
11/02/2023 00.00.00,11/02/2023 01.00.00,"6,35","557,82","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","93,886"
11/02/2023 00.00.00,11/02/2023 01.00.00,"6,35","557,82","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,55, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","93,886"
11/02/2023 01.00.00,11/02/2023 02.00.00,"6,31","577,84","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","39,832"
11/02/2023 01.00.00,11/02/2023 02.00.00,"6,31","577,84","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,542, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","39,832"
11/02/2023 02.00.00,11/02/2023 03.00.00,"6,37","576,8","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","42,64"
11/02/2023 02.00.00,11/02/2023 03.00.00,"6,37","576,8","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,554, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","42,64"
11/02/2023 03.00.00,11/02/2023 04.00.00,"6,43","573,45","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","51,685"
11/02/2023 03.00.00,11/02/2023 04.00.00,"6,43","573,45","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,566, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","51,685"
11/02/2023 04.00.00,11/02/2023 05.00.00,"7,04","576,58","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","43,234"
11/02/2023 04.00.00,11/02/2023 05.00.00,"7,04","576,58","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,688, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","43,234"
11/02/2023 05.00.00,11/02/2023 06.00.00,"6,96","566,53","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","70,369"
11/02/2023 05.00.00,11/02/2023 06.00.00,"6,96","566,53","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,672, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","70,369"
11/02/2023 06.00.00,11/02/2023 07.00.00,"6,96","580,97","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","31,381"
11/02/2023 06.00.00,11/02/2023 07.00.00,"6,96","580,97","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,672, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","31,381"
11/02/2023 07.00.00,11/02/2023 08.00.00,"6,61","587,59","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","13,507"
11/02/2023 07.00.00,11/02/2023 08.00.00,"6,61","587,59","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,602, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","13,507"
11/02/2023 08.00.00,11/02/2023 09.00.00,"6,82","595,41","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-7,607"
11/02/2023 08.00.00,11/02/2023 09.00.00,"6,82","595,41","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,644, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-7,607"
11/02/2023 09.00.00,11/02/2023 10.00.00,"6,89","607,17","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-39,359"
11/02/2023 09.00.00,11/02/2023 10.00.00,"6,89","607,17","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,658, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-39,359"
11/02/2023 10.00.00,11/02/2023 11.00.00,"6,69","612,83","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-54,641"
11/02/2023 10.00.00,11/02/2023 11.00.00,"6,69","612,83","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,618, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-54,641"
11/02/2023 11.00.00,11/02/2023 12.00.00,"6,62","607,17","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-39,359"
11/02/2023 11.00.00,11/02/2023 12.00.00,"6,62","607,17","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,604, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-39,359"
11/02/2023 12.00.00,11/02/2023 13.00.00,"6,5","600,03","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-20,081"
11/02/2023 12.00.00,11/02/2023 13.00.00,"6,5","600,03","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,58, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-20,081"
11/02/2023 13.00.00,11/02/2023 14.00.00,"6,4","603,9","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-30,53"
11/02/2023 13.00.00,11/02/2023 14.00.00,"6,4","603,9","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,56, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-30,53"
11/02/2023 14.00.00,11/02/2023 15.00.00,"6,58","609,7","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-46,19"
11/02/2023 14.00.00,11/02/2023 15.00.00,"6,58","609,7","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,596, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-46,19"
11/02/2023 15.00.00,11/02/2023 16.00.00,"6,2","599,21","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-17,867"
11/02/2023 15.00.00,11/02/2023 16.00.00,"6,2","599,21","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,52, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-17,867"
11/02/2023 16.00.00,11/02/2023 17.00.00,"6,29","660,25","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-182,675"
11/02/2023 16.00.00,11/02/2023 17.00.00,"6,29","660,25","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,538, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-182,675"
11/02/2023 17.00.00,11/02/2023 18.00.00,"6,07","744,23","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-409,421"
11/02/2023 17.00.00,11/02/2023 18.00.00,"6,07","744,23","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,494, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-409,421"
11/02/2023 18.00.00,11/02/2023 19.00.00,"6,27","832,82","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-648,614"
11/02/2023 18.00.00,11/02/2023 19.00.00,"6,27","832,82","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,534, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-648,614"
11/02/2023 19.00.00,11/02/2023 20.00.00,"6,3","809,51","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-585,677"
11/02/2023 19.00.00,11/02/2023 20.00.00,"6,3","809,51","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,54, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-585,677"
11/02/2023 20.00.00,11/02/2023 21.00.00,"6,25","743,26","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-406,802"
11/02/2023 20.00.00,11/02/2023 21.00.00,"6,25","743,26","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,53, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-406,802"
11/02/2023 21.00.00,11/02/2023 22.00.00,"6,16","731,05","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-373,835"
11/02/2023 21.00.00,11/02/2023 22.00.00,"6,16","731,05","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,512, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-373,835"
11/02/2023 22.00.00,11/02/2023 23.00.00,"6,23","703,51","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-299,477"
11/02/2023 22.00.00,11/02/2023 23.00.00,"6,23","703,51","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,526, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-299,477"
11/02/2023 23.00.00,12/02/2023 00.00.00,"6,09","706,04","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-306,308"
11/02/2023 23.00.00,12/02/2023 00.00.00,"6,09","706,04","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,498, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-306,308"
12/02/2023 00.00.00,12/02/2023 01.00.00,"6,05","965,7","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1007,39"
12/02/2023 00.00.00,12/02/2023 01.00.00,"6,05","965,7","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,49, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1007,39"
12/02/2023 01.00.00,12/02/2023 02.00.00,"6,05","934,21","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-922,367"
12/02/2023 01.00.00,12/02/2023 02.00.00,"6,05","934,21","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,49, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-922,367"
12/02/2023 02.00.00,12/02/2023 03.00.00,"6,06","981,11","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1048,997"
12/02/2023 02.00.00,12/02/2023 03.00.00,"6,06","981,11","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,492, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1048,997"
12/02/2023 03.00.00,12/02/2023 04.00.00,"6,24","949,69","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-964,163"
12/02/2023 03.00.00,12/02/2023 04.00.00,"6,24","949,69","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,528, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-964,163"
12/02/2023 04.00.00,12/02/2023 05.00.00,"6,75","881,88","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-781,076"
12/02/2023 04.00.00,12/02/2023 05.00.00,"6,75","881,88","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,63, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-781,076"
12/02/2023 05.00.00,12/02/2023 06.00.00,"6,74","885,08","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-789,716"
12/02/2023 05.00.00,12/02/2023 06.00.00,"6,74","885,08","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,628, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-789,716"
12/02/2023 06.00.00,12/02/2023 07.00.00,"6,72","804,15","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-571,205"
12/02/2023 06.00.00,12/02/2023 07.00.00,"6,72","804,15","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,624, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-571,205"
12/02/2023 07.00.00,12/02/2023 08.00.00,"6,27","864,83","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-735,041"
