7/12/23 04:00,7/12/23 05:00,1.58,580.5
7/12/23 05:00,7/12/23 06:00,1.61,570
7/12/23 06:00,7/12/23 07:00,1.66,661.65
7/12/23 07:00,7/12/23 08:00,1.75,865.5
7/12/23 08:00,7/12/23 09:00,1.78,900
7/12/23 09:00,7/12/23 10:00,1.76,767.48
7/12/23 10:00,7/12/23 11:00,1.76,622.5
7/12/23 11:00,7/12/23 12:00,1.94,380.78
7/12/23 12:00,7/12/23 13:00,1.86,119.03
7/12/23 13:00,7/12/23 14:00,1.79,96.9
7/12/23 14:00,7/12/23 15:00,1.62,144.98
7/12/23 15:00,7/12/23 16:00,1.55,202.73
7/12/23 16:00,7/12/23 17:00,1.55,221.18
7/12/23 17:00,7/12/23 18:00,1.53,328.65
7/12/23 18:00,7/12/23 19:00,1.56,375.45
7/12/23 19:00,7/12/23 20:00,1.59,601.95
7/12/23 20:00,7/12/23 21:00,1.61,1043.25
7/12/23 21:00,7/12/23 22:00,1.61,939
7/12/23 22:00,7/12/23 23:00,1.67,945.08
7/12/23 23:00,7/13/23 00:00,1.66,854.33
7/13/23 00:00,7/13/23 01:00,1.67,786.9
7/13/23 01:00,7/13/23 02:00,1.65,642.45
7/13/23 02:00,7/13/23 03:00,1.6,592.5
7/13/23 03:00,7/13/23 04:00,1.55,563.18
7/13/23 04:00,7/13/23 05:00,1.6,570
7/13/23 05:00,7/13/23 06:00,1.68,663.83
7/13/23 06:00,7/13/23 07:00,1.71,766.73
7/13/23 07:00,7/13/23 08:00,1.78,828.53
7/13/23 08:00,7/13/23 09:00,2.04,893.25
7/13/23 09:00,7/13/23 10:00,2.02,652.2
7/13/23 10:00,7/13/23 11:00,1.8,365.78
7/13/23 11:00,7/13/23 12:00,1.73,356.93
7/13/23 12:00,7/13/23 13:00,1.72,370.43
7/13/23 13:00,7/13/23 14:00,1.62,348.75
7/13/23 14:00,7/13/23 15:00,1.62,348.75
7/13/23 15:00,7/13/23 16:00,1.67,350.63
7/13/23 16:00,7/13/23 17:00,1.61,338.03
7/13/23 17:00,7/13/23 18:00,1.65,351.98
7/13/23 18:00,7/13/23 19:00,1.65,417.68
7/13/23 19:00,7/13/23 20:00,1.67,867.23
7/13/23 20:00,7/13/23 21:00,1.68,981.45
7/13/23 21:00,7/13/23 22:00,1.62,1034.18
7/13/23 22:00,7/13/23 23:00,1.61,972.53
7/13/23 23:00,7/14/23 00:00,1.7,882.9
7/14/23 00:00,7/14/23 01:00,1.71,757.5
7/14/23 01:00,7/14/23 02:00,1.75,722.7
7/14/23 02:00,7/14/23 03:00,1.66,634.13
7/14/23 03:00,7/14/23 04:00,1.64,626.85
7/14/23 04:00,7/14/23 05:00,1.7,700.13
7/14/23 05:00,7/14/23 06:00,1.78,745.13
7/14/23 06:00,7/14/23 07:00,1.8,855
7/14/23 07:00,7/14/23 08:00,1.78,855
7/14/23 08:00,7/14/23 09:00,1.82,778.2
7/14/23 09:00,7/14/23 10:00,1.9,638.03
7/14/23 10:00,7/14/23 11:00,1.86,597.83
7/14/23 11:00,7/14/23 12:00,1.88,572.93
7/14/23 12:00,7/14/23 13:00,1.83,553.5
7/14/23 13:00,7/14/23 14:00,1.76,523.88
7/14/23 14:00,7/14/23 15:00,1.63,563.48
7/14/23 15:00,7/14/23 16:00,1.57,582.75
7/14/23 16:00,7/14/23 17:00,1.55,581.63
7/14/23 17:00,7/14/23 18:00,1.54,730.95
7/14/23 18:00,7/14/23 19:00,1.56,864.38
7/14/23 19:00,7/14/23 20:00,1.56,1051.43
7/14/23 20:00,7/14/23 21:00,1.59,1049.4
7/14/23 21:00,7/14/23 22:00,1.57,929.4
7/14/23 22:00,7/14/23 23:00,1.55,714.38
7/14/23 23:00,7/15/23 00:00,1.62,607.05
